Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
VTXB,VORTEX BRANDS CO,OTC Pink No Information,0.002900,532.221200,100000,Common Stock,USA,Colorado
UHLN,US HIGHLAND INC,OTC Pink No Information,0.002900,410.749900,22327912,Common Stock,USA,Georgia
UCPA,UNITED COMMUNS PRTNRS,OTC Pink Current,0.002800,36.510600,971266,Common Stock,USA,New York
MJTV,MICHAEL JAMES ENTERPRISES,OTC Pink Current,0.002800,93.032600,423508,Common Stock,USA,New Jersey
LIGA,LIG ASSETS INC,OTC Pink Current,0.002700,25.204500,1700000,Common Stock,USA,Texas
MYEC,MYECHECK INC,OTC Pink No Information,0.002680,72.844900,193600,Common Stock,USA,California
GBHL,GLOBAL ENTMT HOLDINGS INC,OTC Pink Current,0.002500,22.294400,275000,Common Stock,USA,Nevada
AVXT,AVAX TECHS INC,OTC Pink No Information,0.002500,50.239900,100000,Common Stock,USA,Pennsylvania
LVVV,LIVEWIRE ERGOGENICS INC,OTC Pink No Information,0.002500,121.356700,4672155,Common Stock,USA,California
LCLP,LIFE CLIPS INC,OTCQB,0.002400,123.712700,305496,Common Stock,USA,Florida
ACGX,ALLIANCE CREATIVE GRP INC,OTC Pink Current,0.002300,27.973400,4755409,Common Stock,USA,Illinois
HRRN,HE-5 RES CORP,OTC Pink Limited,0.002200,275.518800,22749076,Common Stock,USA,New York
AMLH,AMER LEISURE HLDGS INC,OTC Pink Limited,0.002200,26.299600,5593000,Common Stock,USA,Delaware
PLSB,PULSE BEVERAGE CORP,OTCQB,0.002100,58.309600,2423240,Common Stock,USA,Colorado
PMXO,PMX COMMUNITIES INC,OTC Pink Current,0.002100,19.069800,181400,Common Stock,USA,Florida
MFST,MEDIFIRST SOLUTIONS INC,OTC Pink Current,0.002000,99.603900,1144636,Common Stock,USA,New Jersey
ECOP,ECO-SHIFT POWER CORP,OTC Pink No Information,0.002000,732.361500,180000,Common Stock,Canada,Ontario
UITA,UTILICRAFT AEROSPACE INDS,OTC Pink No Information,0.002000,38.108300,152500,Common Stock,USA,Texas
CEGX,CARDINAL ENERGY GROUP,OTC Pink No Information,0.002000,20.349900,1012500,Common Stock,USA,Texas
LIQDQ,LIQUID HOLDINGS GROUP INC,OTC Pink No Information,0.002000,43.962700,1004000,Common Stock,USA,New Jersey
BVTK,BRAVATEK SOLUTIONS INC,OTC Pink No Information,0.001950,84.145000,116399083,Common Stock,USA,Texas
BLDV,BLUE DIAMOND VENTURES INC,OTC Pink Current,0.001900,35.768200,20522512,Common Stock,USA,Illinois
MAXD,MAX SOUND CORPORATION,OTC Pink Current,0.001900,181.236900,2945326,Common Stock,USA,California
EQLB,EQ LABS INC,OTC Pink No Information,0.001890,137.371300,715000,Common Stock,USA,Nevada
AVEW,"AVEW HOLDINGS, INC.",OTC Pink Current,0.001800,141.251800,5547500,Common Stock,USA,Texas
GEGI,GENESIS ELECTRONICS GRP,OTC Pink No Information,0.001800,124.900400,8535000,Common Stock,USA,New Jersey
FUTL,FUTURELAND CORP,OTC Pink Current,0.001700,165.754500,11916289,Common Stock,USA,Florida
VSYM,VIEW SYSTEMS INC,OTC Pink No Information,0.001640,91.136400,450000,Common Stock,USA,Maryland
SFRX,SEAFARER EXPLORATION CORP,OTC Pink Current,0.001620,102.827300,743000,Common Stock,USA,Florida
ADHC,AMER DIVRSFD HLDGS CORP,OTC Pink Current,0.001600,41.467100,400000,Common Stock,USA,California
SONT,SEEN ON SCREEN TV INC,OTC Pink Limited,0.001600,327.453800,235000,Common Stock,USA,Washington
EFLN,EFUEL EFN CORP NEW,OTC Pink Limited,0.001600,12.089900,345000,Common Stock,USA,Florida
ETBI,EASTGATE BIOTECH CORP,OTC Pink No Information,0.001600,49.017400,2106000,Common Stock,Canada,Ontario
HPTG,HYDROPHI TECHNOLOGIES GRP,OTC Pink No Information,0.001600,91.695300,1920501,Common Stock,USA,Georgia
ICBU,IMD COMPANIES INC,OTC Pink Current,0.001500,71.016900,1830000,Common Stock,USA,California
VGID,V GROUP INC,OTC Pink Current,0.001500,11.165900,104550,Common Stock,USA,California
VSPC,VIASPACE INC,OTC Pink Current,0.001500,66.357800,149905,Common Stock,USA,California
BONZ,BONANZA GOLDFIELDS CORP,OTC Pink Current,0.001500,15.510600,670000,Common Stock,USA,Nevada
QSIM,QUANTUMSPHERE INC,OTC Pink Current,0.001500,72.005300,4756368,Common Stock,USA,California
MJTK,CANNASYS INC,OTC Pink Current,0.001500,137.132000,7335590,Common Stock,USA,Colorado
LBYE,LIBERTY ENERGY CORP,OTC Pink No Information,0.001500,356.204300,460000,Common Stock,USA,Texas
TNGNQ,TENGION INC NEW,OTC Pink No Information,0.001500,53.497000,163500,Common Stock,USA,North Carolina
UPZS,UNIQUE PIZZA & SUBS  CORP,OTC Pink Current,0.001400,238.734300,1275267,Common Stock,USA,Pennsylvania
KRFG,KING RESOURCES INC,OTC Pink No Information,0.001400,103.993400,6848180,Common Stock,USA,Delaware
HVCW,HARRISON VICKERS&WATERMEL,OTC Pink No Information,0.001400,95.775800,155000,Common Stock,USA,Florida
INCT,INCAPTA INC,OTC Pink Current,0.001350,394.655600,511167,Common Stock,USA,California
OODH,ORION DIVERSIFIED HLDG,OTC Pink No Information,0.001350,219.326500,2000000,Common Stock,USA,Nevada
ONCI,ON4 COMMUNS INC,OTC Pink Current,0.001300,105.987100,35663452,Common Stock,USA,California
PSWR,PRISM SOFTWARE CORP,OTC Pink No Information,0.001300,673.002400,1022000,Common Stock,USA,California
CSOC,CADUCEUS SOFTWARE SYS CRP,OTC Pink No Information,0.001300,27.653600,691000,Common Stock,USA,Rhode Island
EMSF,EMS FIND INC,OTCQB,0.001200,132.444500,1316853,Common Stock,USA,Pennsylvania
QEDN,QED CONNECT INC,OTC Pink Current,0.001200,309.860600,44398502,Common Stock,USA,Florida
ERBB,AMERICAN GREEN INC,OTC Pink Current,0.001200,55.033200,50996893,Common Stock,USA,Arizona
VNUE,VNUE INC,OTC Pink Current,0.001100,40.095400,350000,Common Stock,USA,New York
SWHI,SW INNOVATIVE HLDGS NEW,OTC Pink Current,0.001100,96.777700,100151,Common Stock,USA,Texas
TXTM,PROTEXT MOBILITY INC,OTC Pink Limited,0.001100,55.451300,20149841,Common Stock,USA,Florida
STHC,SOUTHCORP CAPITAL INC,OTC Pink No Information,0.001100,335.685400,170000,Common Stock,USA,California
RPBC,REDPOINT BIO CORP,OTC Pink No Information,0.001100,75.050000,100000,Common Stock,USA,Pennsylvania
VCPS,VINCOMPASS CORP,OTC Pink Current,0.001000,396.044800,7896147,Common Stock,Taiwan,
MCZAF,MAD CATZ INTERACTIVE INC,OTC Pink Current,0.001000,47.389500,122157,Common Stock,USA,California
EFFI,EFFTEC INTL INC,OTC Pink Current,0.001000,56.590500,837000,Common Stock,USA,Nevada
TAUG,TAURIGA SCIENCES INC,OTC Pink Current,0.001000,271.331500,2309339,Common Stock,USA,Connecticut
EIPC,ENABLE IPC CORP,OTC Pink No Information,0.001000,241.185000,1180250,Common Stock,USA,California
XSNX,XSUNX INC,OTC Pink Current,0.000930,55.113200,216179,Common Stock,USA,California
TXHD,TEXTMUNICATION HLDGS INC,OTC Pink Current,0.000900,36.383800,3792250,Common Stock,USA,California
MEDT,MEDIATECHNICS CORP,OTC Pink Current,0.000900,52.446100,8715470,Common Stock,USA,Nevada
NOUV,NOUVEAU LIFE PHARMS INC,OTC Pink Current,0.000900,328.906800,1952999,Common Stock,USA,Florida
EXMT,ANYTHING TECHS MED INC,OTC Pink Current,0.000900,106.216800,906000,Common Stock,USA,California
BLKG,BLACK STALLION OIL & GAS,OTC Pink Current,0.000900,47.330800,2622200,Common Stock,USA,California
HIRU,HIRU CORP,OTC Pink Limited,0.000900,59.782400,5348334,Common Stock,USA,Colorado
RFMK,RAPID FIRE MARKETING INC,OTC Pink No Information,0.000900,792.881200,3281897,Common Stock,USA,Nevada
CYPW,CYCLONE POWER TECHS INC,OTC Pink No Information,0.000900,74.623900,2220322,Common Stock,USA,Florida
PFSD,PACIFIC SANDS INC,OTC Pink No Information,0.000900,127.709600,2916665,Common Stock,USA,Wisconsin
PSRU,PURESPECTRUM INC DE,OTC Pink No Information,0.000900,550.731200,36781645,Common Stock,USA,Arizona
FLPC,FIRST LIBERTY POWER CORP,OTC Pink No Information,0.000900,111.387300,334454,Common Stock,USA,Nevada
NPHC,NUTRA PHARMA CORP,OTCQB,0.000800,528.403400,80338534,Common Stock,USA,Florida
OPMZ,1PM INDUSTRIES INC,OTC Pink Current,0.000800,17.375300,1323222,Common Stock,USA,California
BIEL,BIOELECTRONICS CORP,OTC Pink Current,0.000800,30.869800,9617801,Common Stock,USA,Maryland
PSNX,PURESNAX INTL INC,OTC Pink Current,0.000800,62.854100,19954675,Common Stock,USA,New Jersey
ORRV,OCEANIC RESH & RCVRY INC,OTC Pink Limited,0.000800,49.164400,55434177,Common Stock,USA,Texas
BOTY,LINGERIE FIGHTNG CHMPNSHP,OTC Pink Limited,0.000800,72.519100,10436838,Common Stock,USA,Nevada
GLCO,GLOBAL LINKS CORP,OTC Pink No Information,0.000800,210.977200,173750,Common Stock,USA,Nevada
SWET,SOLAR WIND ENERGY TWR INC,OTC Pink No Information,0.000800,36.163600,1063053,Common Stock,USA,Maryland
ICTY,EYECITY.COM INC,OTC Pink No Information,0.000800,182.798400,21930572,Common Stock,USA,Florida
ADNY,ADINO ENERGY CORP,OTC Pink No Information,0.000800,49.442700,145000,Common Stock,USA,Texas
IBGR,NEXUS ENERGY SERVICES INC,OTC Pink No Information,0.000800,27.309500,5372839,Common Stock,USA,Texas
CNXS,CONNEXUS CORPORATION,OTC Pink No Information,0.000800,189.235400,28431313,Common Stock,USA,Tennessee
TONR,TONNER-ONE WORLD HOLDINGS,OTC Pink No Information,0.000800,795.907100,20241682,Common Stock,USA,Texas
LEXG,LITHIUM EXPLOR GRP INC,OTC Pink Current,0.000750,67.881900,30797467,Common Stock,USA,Arizona
IFAN,IFAN FINANCIAL INC,OTC Pink No Information,0.000750,27.277300,1135443,Common Stock,USA,California
IMTV,IMAGINATION TV INC,OTC Pink Current,0.000700,558.934700,160360165,Common Stock,USA,Wyoming
WTII,WATER TECHNOLOGIES INTL,OTC Pink Current,0.000700,187.737200,3149000,Common Stock,USA,Florida
FDBL,FRIENDABLE INC,OTC Pink Current,0.000700,24.115700,5396376,Common Stock,USA,Arizona
APHD,APPIPHANY TECHS HLDGS CRP,OTC Pink Current,0.000700,169.240100,3674000,Common Stock,USA,Utah
APYP,APPYEA INC,OTC Pink Current,0.000700,120.054300,1203976,Common Stock,USA,Texas
GYOG,GREEN ENE ENTERPRISES INC,OTC Pink Limited,0.000700,123.416200,24984746,Common Stock,USA,Florida
FROT,FALCONRIDGE OIL TECHS CP,OTC Pink No Information,0.000700,127.610100,566400,Common Stock,Canada,Ontario
JCDS,JC DATA SOLUTIONS INC,OTC Pink No Information,0.000700,3.753000,350000,Common Stock,USA,Texas
BIONQ,BIONITROGEN HLDGS CORP,OTC Pink No Information,0.000700,241.467700,1049220,Common Stock,USA,Florida
FLST,FUELSTREAM INC,OTC Pink No Information,0.000700,114.606900,750000,Common Stock,USA,Utah
BRAV,BRAVADA INTL LTD,OTC Pink No Information,0.000700,10.853400,1258802,Common Stock,USA,California
EXLA,HELMER DIRECTIONAL DRILL,OTC Pink No Information,0.000700,144.213400,3213911,Common Stock,USA,Idaho
VNTH,NANO MOBILE HEALTHCARE,OTC Pink No Information,0.000700,47.872200,2570072,Common Stock,USA,New York
COHO,CREDNOLOGY HOLDING CORP,OTC Pink Current,0.000600,72.353100,5294000,Common Stock,USA,Georgia
INCC,INTL CONSOL COS INC,OTC Pink Current,0.000600,259.769000,6554667,Common Stock,USA,Florida
GMGI,GOLDEN MATRIX GROUP,OTC Pink Current,0.000600,125.256900,1966820,Common Stock,USA,Nevada
CGAC,CODE GREEN APPAREL CORP,OTC Pink Current,0.000600,369.600900,6713584,Common Stock,USA,California
DIGX,DIG-IT UNDERGROUND INC,OTC Pink Current,0.000600,58.281700,58938922,Common Stock,USA,Texas
RCHAD,RICH PHARMA INC NEW,OTC Pink Current,0.000600,691.082400,5353965,Common Stock,USA,California
VTMB,VITAMIN BLUE INC,OTC Pink Current,0.000600,473.193600,1262500,Common Stock,USA,California
MMEG,MOMENTOUS ENT GRP INC,OTC Pink Current,0.000600,204.267600,23576998,Common Stock,USA,Texas
SHOM,STHN HOME MED INC,OTC Pink Limited,0.000600,14.288300,1479729,Common Stock,USA,New York
DEAC,ELITE DATA SERVICES INC,OTC Pink No Information,0.000600,25.812600,200000,Common Stock,USA,Colorado
ABPR,AIRBORNE SEC & PROT SVCS,OTC Pink No Information,0.000600,81.669000,101000,Common Stock,USA,Florida
PDGO,PARADIGM OIL & GAS INC,OTC Pink No Information,0.000600,126.869100,11347666,Common Stock,USA,Florida
ESPIQ,ESP RESOURCES INC,OTC Pink No Information,0.000600,22.483700,591100,Common Stock,USA,Louisiana
LGBS,LEGENDS BUSINESS GRP INC,OTC Pink No Information,0.000600,556.766700,5038966,Common Stock,USA,Nevada
BKEN,BAKKEN ENERGY CORP,OTC Pink No Information,0.000600,137.487200,10603987,Common Stock,USA,Nevada
XTRN,LAS VEGAS RAILWAY EXPRESS,OTC Pink Current,0.000550,49.400500,10928391,Common Stock,USA,Nevada
MGON,MEGOLA INC,OTC Pink No Information,0.000550,157.939400,205000,Common Stock,Canada,Ontario
AAPH,AMER PETRO-HUNTER INC,OTC Pink No Information,0.000550,42.735300,1627000,Common Stock,USA,Kansas
BTFL,MONARCH AMERICA INC,OTC Pink No Information,0.000550,66.881000,1944889,Common Stock,USA,Colorado
IBRC,IBRANDS CORP,OTC Pink Current,0.000500,52.794400,2626000,Common Stock,USA,California
USMJ,NORTH AMER CANNABIS HLDG,OTC Pink Current,0.000500,40.778800,38178250,Common Stock,USA,Texas
SDVI,SIGNATURE DEVICES INC,OTC Pink Current,0.000500,153.425300,6794000,Common Stock,USA,Wyoming
ASTI,ASCENT SOLAR TECH INC,OTC Pink Current,0.000500,68.067600,14657893,Common Stock,USA,Colorado
CUBV,CUBA BEVERAGE CO,OTC Pink Limited,0.000500,50.606000,61447768,Common Stock,USA,California
KALY,KALI INC,OTC Pink Limited,0.000500,352.274500,6797984,Common Stock,USA,Florida
FARE,WORLD MOTO INC,OTC Pink No Information,0.000500,272.268600,6821870,Common Stock,Thailand,
GMNI,GEMINI GROUP GLOBAL CORP,OTC Pink No Information,0.000500,22.436900,980260,Common Stock,USA,Texas
ZONX,ZONZIA MEDIA INC,OTC Pink No Information,0.000500,83.672700,350023,Common Stock,USA,Nevada
CSLI,CRITICAL SOLUTIONS INC,OTC Pink No Information,0.000500,245.903600,12031636,Common Stock,USA,Virginia
EVRM,EVERMEDIA GROUP INC,OTC Pink No Information,0.000500,337.117500,4715000,Common Stock,USA,Massachusetts
LNGT,LASER ENERGETICS INC,OTC Pink No Information,0.000500,52.193200,2309250,Common Stock,USA,New Jersey
JAMN,JAMMIN JAVA CORP,OTC Pink No Information,0.000500,25.147100,7307039,Common Stock,USA,Colorado
USEI,US ENERGY INITIATIVES CRP,OTC Pink Current,0.000400,234.852300,19354973,Common Stock,USA,California
COTE,COATES INTERNATIONAL LTD,OTC Pink Current,0.000400,68.971600,34451260,Common Stock,USA,New Jersey
SEGI,SYCAMORE ENTMT GROUP INC,OTC Pink Current,0.000400,60.662600,296000,Common Stock,USA,Washington
SVTE,SERVICE TEAM INC,OTC Pink Current,0.000400,131.016600,28273172,Common Stock,USA,California
KNSC,KENERGY SCIENTIFIC INC,OTC Pink Limited,0.000400,37.151400,6341632,Common Stock,USA,Florida
NXMR,NEXTMART INC,OTC Pink No Information,0.000400,145.725100,350000,Common Stock,China,
CNNA,"CANAMED4PETS, INC",OTC Pink No Information,0.000400,3.600600,190000,Common Stock,Denmark,
ASFX,AMERICAN SCIENTFC RES,OTC Pink No Information,0.000400,449.662800,396000,Common Stock,USA,Florida
DRWN,A CLEAN SLATE INC,OTC Pink No Information,0.000400,64.134000,8308535,Common Stock,USA,Texas
NPWZ,NEAH POWER SYS INC,OTC Pink No Information,0.000400,30.891900,800500,Common Stock,USA,Washington
PGCX,VIRTUAL SOURCING INC,OTC Pink No Information,0.000400,62.625200,101000,Common Stock,USA,Kansas
BRNE,BORNEO RESOURCE INVST,OTC Pink No Information,0.000400,26.421800,290000,Common Stock,USA,Washington
TNKE,TANKE INC,OTC Pink No Information,0.000400,413.255200,14420800,Common Stock,USA,Nevada
TALK,ITALK INC,OTC Pink No Information,0.000400,25.389400,637613,Common Stock,USA,Florida
NSAV,NET SAVINGS LINK INC,OTC Pink No Information,0.000400,22.836600,7073573,Common Stock,USA,Pennsylvania
ABHI,AMBICOM HOLDINGS INC,OTC Pink No Information,0.000400,68.053600,2310255,Common Stock,USA,California
EWSI,E-WASTE SYSTEMS INC,OTC Pink No Information,0.000400,454.569000,13369715,Common Stock,USA,Nevada
ALKM,ALKAME HOLDINGS INC,OTC Pink No Information,0.000400,15.334700,7295514,Common Stock,USA,Nevada
SLNN,SALEEN AUTOMOTIVE INC,OTC Pink No Information,0.000400,46.083800,150000,Common Stock,USA,California
NUUU,REJUVEL BIO-SCIENCES INC,OTC Pink No Information,0.000400,842.971600,25524760,Common Stock,USA,Florida
CHZP,CHESS SUPERSITE CORP,OTC Pink Current,0.000300,128.796500,19000000,Common Stock,Canada,Ontario
PNOW,PURE HOSPITALITY SLTNS,OTC Pink Current,0.000300,138.976200,12169132,Common Stock,USA,New York
DNRG,DOMINOVAS ENERGY CORP,OTC Pink Current,0.000300,63.146700,25893372,Common Stock,USA,Georgia
RDAR,RAADR INC,OTC Pink Current,0.000300,206.062200,44090365,Common Stock,USA,Arizona
SANP,SANTO MINING CORP,OTC Pink Current,0.000300,96.352300,257574878,Common Stock,USA,Florida
AZFL,AMAZONAS FLORESTAL NEW,OTC Pink Current,0.000300,234.528000,3800085,Common Stock,USA,Florida
GTRL,GET REAL USA INC,OTC Pink Limited,0.000300,28.398600,810543,Common Stock,USA,California
GEGP,GOLD ENTMT GROUP INC,OTC Pink Limited,0.000300,164.552700,16500000,Common Stock,USA,Nevada
ANDI,ANDIAMO CORP,OTC Pink Limited,0.000300,314.827800,64366666,Common Stock,USA,Michigan
FTPM,420 PROPERTY MGMT INC,OTC Pink Limited,0.000300,24.760200,5009998,Common Stock,USA,California
IGNT,INGEN TECHS INC,OTC Pink No Information,0.000300,306.567200,1416783,Common Stock,USA,California
TRBD,TURBODYNE TECHS INC,OTC Pink No Information,0.000300,245.749800,3045998,Common Stock,USA,New York
PWLK,POWERLOCK INTL CORP,OTC Pink No Information,0.000300,710.938200,67839076,Common Stock,USA,California
EMBR,EMBARR DOWNS INC,OTC Pink No Information,0.000300,68.685100,721652,Common Stock,USA,California
AFTC,ALTERNATIVE FUEL TECHS,OTC Pink No Information,0.000300,15.718900,210000,Common Stock,USA,Michigan
HCEI,HEALTHY COFFEE INTL INC,OTC Pink No Information,0.000300,16.181400,100000,Common Stock,USA,California
EVRN,EVEROCK INC,OTC Pink No Information,0.000300,48.845800,1100001,Common Stock,USA,California
WEST,ANDALAY SOLAR INC,OTC Pink No Information,0.000300,629.545000,5679037,Common Stock,USA,California
APRU,APPLE RUSH COMP INC,OTC Pink No Information,0.000300,10.184700,670000,Common Stock,USA,Florida
EPXY,EPOXY INC,OTC Pink No Information,0.000300,296.566900,11295089,Common Stock,USA,Nevada
VGTL,VGTEL INC,OTC Pink No Information,0.000300,236.633200,1499999,Common Stock,USA,New York
PTOP,PEER TO PEER NETWORK,OTC Pink No Information,0.000300,71.146400,180000,Common Stock,USA,Massachusetts
LBTG,LIBERTY COAL ENERGY CORP,OTC Pink No Information,0.000300,20.061900,6646566,Common Stock,USA,California
ELAY,ELAYAWAY INC,OTC Pink No Information,0.000300,64.091500,1173000,Common Stock,USA,Florida
ADTM,ADAPTIVE MEDIAS INC,OTC Pink No Information,0.000300,82.752000,150000,Common Stock,USA,California
MLHC,M LINE HOLDINGS INC,OTC Pink No Information,0.000300,83.244400,500000,Common Stock,USA,California
MLCG,ML CAPITAL GROUP INC,OTC Pink No Information,0.000250,23.386200,1165555,Common Stock,USA,Florida
TRDX,TREND EXPLORATION INC,OTC Pink No Information,0.000210,188.903700,1004500,Common Stock,USA,New York
SCIE,SPECTRASCIENCE INC,OTC Pink Current,0.000200,291.517200,326402010,Common Stock,USA,California
ERHE,ERHC ENERGY INC,OTC Pink Current,0.000200,11.026100,9749999,Common Stock,USA,Texas
KGET,KLEANGAS ENERGY TECHS INC,OTC Pink Current,0.000200,108.812100,9849999,Common Stock,USA,California
LVGI,LIMITLESS VENTURE GP INC,OTC Pink Current,0.000200,37.098600,1311138,Common Stock,USA,Oklahoma
EVSV,ENVIRO-SERV INC,OTC Pink Current,0.000200,14.177300,19350249,Common Stock,USA,Florida
DLCR,KIBUSH CAPITAL CORP,OTC Pink Current,0.000200,187.408500,194837769,Common Stock,USA,Arizona
HAON,HALITRON INC,OTC Pink Current,0.000200,104.219400,1250000,Common Stock,USA,Connecticut
FBEC,FBEC WORLDWIDE INC,OTC Pink Current,0.000200,143.304200,54137049,Common Stock,USA,Wyoming
AWGI,AMBIENT WATER CORP,OTC Pink Current,0.000200,109.896900,3300000,Common Stock,USA,Washington
ECOB,ECO BUILDING PRODUCTS,OTC Pink Current,0.000200,158.692200,36129394,Common Stock,USA,California
ASCK,AUSCRETE CORP,OTC Pink Current,0.000200,114.569800,7499998,Common Stock,USA,Oregon
MRNJ,METATRON INC,OTC Pink Limited,0.000200,385.965700,178165050,Common Stock,USA,Delaware
NECA,NEW AMERICA ENERGY CORP,OTC Pink Limited,0.000200,67.868300,2685000,Common Stock,USA,Georgia
ICBT,ICBS LTD,OTC Pink No Information,0.000200,44.856800,200250,Common Stock,Canada,Quebec
AVTI,AVITAR INC,OTC Pink No Information,0.000200,223.826000,1000000,Common Stock,Canada,Alberta
IKTO,ITOKK INC,OTC Pink No Information,0.000200,726.363200,550000,Common Stock,Canada,British Columbia
ARTR,AIRTRONA INTL INC,OTC Pink No Information,0.000200,150.026000,12000000,Common Stock,Canada,Ontario
ZNTR,ZENTRIC INC,OTC Pink No Information,0.000200,11.236600,1088333,Common Stock,Canada,Ontario
ETEK,ECO-TEK GROUP INC,OTC Pink No Information,0.000200,21.819600,2385827,Common Stock,Canada,Ontario
UCHC,UNI CORE HLDGS CORP,OTC Pink No Information,0.000200,12.831000,1100000,Common Stock,China,
LDSR,LANDSTAR INC,OTC Pink No Information,0.000200,899.963400,2911605,Common Stock,China,
LDSI,LIFE DESIGN STA INTL INC,OTC Pink No Information,0.000200,184.343400,200000,Common Stock,USA,New York
HYBE,HYBRID ENERGY HLDGS INC,OTC Pink No Information,0.000200,307.906400,4521452,Common Stock,USA,Ohio
ECMH,ENCOMPASS HLDGS INC,OTC Pink No Information,0.000200,188.598200,100671,Common Stock,USA,Nevada
CCTL,COIN CITADEL,OTC Pink No Information,0.000200,66.431800,11981000,Common Stock,USA,Nevada
JMON,JAMES MONROE CAP CORP,OTC Pink No Information,0.000200,608.189100,1400000,Common Stock,USA,Utah
SMEV,SIMULATED ENVIR CNCPTS,OTC Pink No Information,0.000200,492.184900,300000,Common Stock,USA,Florida
MNZO,MANZO PHARMACEUTICALS INC,OTC Pink No Information,0.000200,651.606200,200000,Common Stock,USA,Florida
LGBI,CANNABIZ MOBILE INC,OTC Pink No Information,0.000200,39.860500,3090000,Common Stock,USA,Massachusetts
FPFI,FRESH PROMISE FOODS INC,OTC Pink No Information,0.000200,210.195100,315026765,Common Stock,USA,Georgia
UNVC,UNIVEC INC,OTC Pink No Information,0.000200,56.438000,2000000,Common Stock,USA,Maryland
TRSI,TROPHY RESOURCES INC,OTC Pink No Information,0.000200,149.394800,750000,Common Stock,USA,Georgia
VSHC,VISUAL HEALTHCARE CORP,OTC Pink No Information,0.000200,4.720100,500000,Common Stock,USA,Nevada
LYJN,LYRIC JEANS INC,OTC Pink No Information,0.000200,201.897100,152000,Common Stock,USA,California
BLLB,BELL BUCKLE HLDGS INC,OTC Pink No Information,0.000200,12.783100,250000,Common Stock,USA,Tennessee
AFPW,ALUMIFUEL POWER CORP NEW,OTC Pink No Information,0.000200,63.844000,7434199,Common Stock,USA,Colorado
WOFA,WISDOM HOMES AMERICA INC,OTC Pink No Information,0.000200,206.168100,1017975,Common Stock,USA,Texas
THRR,THRESHER INDUSTRIES INC,OTC Pink No Information,0.000200,308.092100,900000,Common Stock,USA,California
COBI,COMPASS BIOTECHS INC,OTC Pink No Information,0.000200,24.849300,35632538,Common Stock,USA,Utah
MDGC,MEDIAG3 INC,OTC Pink No Information,0.000200,114.468900,2502000,Common Stock,USA,Idaho
SNVP,SAVOY ENERGY CORP NEW,OTC Pink No Information,0.000200,29.051000,1020000,Common Stock,USA,Texas
AAGC,ALL AMERICAN GOLD CORP,OTC Pink No Information,0.000200,20.139100,2860000,Common Stock,USA,Florida
GGSM,GOLD AND GEMSTONE MNG INC,OTC Pink No Information,0.000200,696.820200,74589813,Common Stock,USA,Texas
TPNI,PULSE NETWORK INC,OTC Pink No Information,0.000200,610.752300,2431000,Common Stock,USA,Massachusetts
MJMJ,MARYJANE GROUP INC,OTC Pink No Information,0.000200,123.083100,6366498,Common Stock,USA,Colorado
BTDG,B2DIGITAL INC,OTC Pink Current,0.000100,220.501400,1500000,Common Stock,USA,Arizona
SPOM,SPO GLOBAL INC,OTC Pink Current,0.000100,45.443600,10000000,Common Stock,USA,Massachusetts
HCMC,HEALTHIER CHOICES MGMT,OTC Pink Current,0.000100,4.244200,2612500,Common Stock,USA,Florida
BCAP,BARON CAPITAL ENTERPRISE,OTC Pink Current,0.000100,4.564700,3000000,Common Stock,USA,Florida
BRSE,BROADSIDE ENTERPRISES INC,OTC Pink Current,0.000100,7.407800,4800000,Common Stock,USA,California
HBRM,HERBORIUM GROUP INC,OTC Pink Current,0.000100,177.240500,10515797,Common Stock,USA,New Jersey
INOH,IN OVATIONS HOLDINGS INC,OTC Pink Current,0.000100,131.279800,23335497,Common Stock,USA,New York
HIPH,AMERICAN PRM WATER CP,OTC Pink Current,0.000100,2.467400,12113293,Common Stock,USA,California
FNRC,1ST NRG CORP,OTC Pink Current,0.000100,84.958600,49000001,Common Stock,USA,Colorado
FCGD,FIRST COLOMBIA GLD CORP,OTC Pink Current,0.000100,20.254000,247144376,Common Stock,USA,Tennessee
ICNM,ICON MEDIA HOLDINGS INC,OTC Pink Current,0.000100,4.941500,22115800,Common Stock,USA,North Carolina
IDGC,IDGLOBAL CORP,OTC Pink Current,0.000100,7.448000,2515800,Common Stock,USA,Illinois
TXHE,TEXHOMA ENERGY INC,OTC Pink Current,0.000100,134.017500,22847999,Common Stock,USA,Texas
PPJE,PPJ HEALTHCARE ENTERPRISE,OTC Pink Current,0.000100,159.234500,10000173,Common Stock,USA,Florida
FILM,CRE8TIVE WORKS INC,OTC Pink Current,0.000100,144.589800,17964999,Common Stock,USA,Arizona
ELRA,ELRAY RESOURCES INC,OTC Pink Current,0.000100,12.472900,515800,Common Stock,USA,Nevada
SIML,SIMALTUS CORPORATION,OTC Pink Current,0.000100,211.761200,91066999,Common Stock,USA,California
ISBG,INTL SPIRIT & BEV GROUP,OTC Pink Current,0.000100,76.018900,52841199,Common Stock,USA,Texas
GLLK,GOLD LAKES CORP,OTC Pink Current,0.000100,9.979500,9380000,Common Stock,USA,Ohio
TPAC,TRANS-PACIFIC AEROSPACE,OTC Pink Current,0.000100,243.862100,1100000,Common Stock,USA,California
GDGI,GREENWAY DESIGN GRP INC,OTC Pink Current,0.000100,67.584700,8915000,Common Stock,USA,Arizona
